Event Name,Event ID,EventIntroText,EventText,EventImagePathname
New Orleans Saints,597,"The New Orleans Saints marched their way into the NFL history in 1967, ushering professional football into the Big Easy in a big way, ticket holders for Saints games being treated to a taste of New Orleans jubilation and hard core football, with a healthy dose of competition and fun thrown in for good measure.   However, that New Orleans laissez faire attitude may have done the team in, as it would be more than two decades before fans at New Orleans Saints games could cheer their team to a winning season.  
The Saints first playoff win would not come until 2000, when the team managed to beat out the Super Bowl champion St. Louis Rams during their first foray into the world of post-season play.  But, despite their best efforts, the New Orleans Saints hold the dubious honor of being one out of only six NFL teams to never play in the Super Bowl.","<p>Still, the Saints have managed to build a strong following despite their seeming lack of strong talent and definite lack of winning seasons.  Games at the Louisiana Superdome are always filled with rowdy fans, hoping that this will be the game their team rise to greatness.  When Hurricane Katrina devastated the city of New Orleans and its people in 2005, the Superdome sustained serious damage, both from the hurricane and the thousands of people who crowded into the dome searching for shelter from the storm.  The New Orleans Saints were forced to play their home games at various stadiums across the country, including Giants Stadium in New York, LSU’s Tiger Stadium in Baton Rogue, and the Alamodome in San Antonio, Texas.   When the New Orleans Saints were able to return to the newly renovated Superdome for its 2006 home opener on September 25, 2006, New Orleans Saints fans were joined by football fans across the country as they stood up and cheered for their team’s triumphant return to the city of New Orleans, which was still struggling to rebuild after the devastating hurricanes of 2005.  The Saints did not disappoint their fans, beating out the Atlanta Falcons 23-3.  The game won a 2007 Espy award for “Best Moment in Sports”, proving the New Orleans Saints spirit and determination cannot be beat.  Since the reopening of the Superdome, tickets for all New Orleans Saints home games have been sold out and the Saints 2008 season is sure to be no different, so order your tickets now, before you miss your chance!  </p>",
Green Bay Packers,339,"Tickets for Green Bay Packers’ games at Wisconsin’s famed Lambeau Field are a hot commodity for the team’s die-hard fans.   Thanks to Wisconsin’s legendarily brutal winters, fans are forced to endure arctic temperatures, brutal winds, and icy storms.  But, for Packer fans, the sacrifice is worth it. ","<p>Since the team was created in 1919, the Green Bay Packers have been a prominent fixture in NFL history.  The Packers, named for the Indian Packing Company, which supplied the team’s original jerseys, started their NFL tenure with a bang, winning ten games and losing only one in their first season.  Although they have had their ups and downs, the Green Bay Packers are still one of the most successful teams in NFL history, winning a record twelve championships over the last eighty years.  </p><br/>
<p>The success of the Green Bay Packers is due in large part to its strong coaching history.  Head coach and cofounder Curly Lambeau led the team to six championships from 1929 to 1944, creating a legacy of strength and success that the Green Bay Packers has maintained until now.  After Lambeau left the team in 1949 their success dwindled until Vince Lombardi took over the team in the 1960s and created a football dynasty that has never been topped.  Lombardi drafted some of the greatest names in NFL history for the Packers, and Green Bay Packers games became a huge draw as fans cheered the team on and watched them make history.  In his nine seasons as Green Bay Packers head coach, Lombardi helped the team win seventy-five percent of the games they played.  </p><br/>
<p>As the 2008 season approaches, Green Bay Packers fans are mourning the loss of quarterback Brett Farve, who retired after sixteen years with the team.  But, despite the loss of their favorite player, fans are sure to be lining up, tickets in hand, at Lambeau Field as the team prepares to celebrate the stadium’s 50th anniversary and strive for another championship win!  </p>",
Chicago Bears,159,"Chicago Bears fans, grab your tickets, paint your chest blue, fire up the mini-grill for tailgating, and get ready for game day!   As the 2008 football season gets under way, the Chicago Bears are hoping to repeat their winning season from 2006 and make it back to the Super Bowl.","<p>Ranked only behind the Green Bay Packers in overall league play, the Chicago Bears have one of the largest fan bases in NFL history.   The team dominated professional football in the 1930s and 1940s, thanks in large part to the efforts of NFL cofounder George Halas.  Halas was hired by the NFL to organize and coach the Chicago Bears when the team was started in 1920.  He quickly created a team that became one of the most popular and powerful in the NFL, collecting 324 victories during his thirty seasons as the Bears’ head coach. </p><br/>
<p>Although the team has only won one Super Bowl title, in 1989, the Bears have won numerous league championships and become part of NFL history.  </p><br/>
<p>Originally, Chicago Bears’ games were played at Chicago’s Cubs Park, now known as the famous Wrigley Field.  The team was moved to Soldier Field on September 19, 1971, and have continued to play in the famed stadium ever since.  Tickets to Chicago Bears games at Soldier Field are a hot commodity as fans arrive to cheer on their favorite team.</p><br/>
<p>The 2008 Chicago Bears season is certain to be a nail biter, with fans hoping for a repeat of the 2006 season, when the Bears made it all the way to the Super Bowl, only to be defeated by the Indianapolis Colts.  Although the Bears lost, fans and critics believe the team may have what it takes to pull out a Super Bowl win.  With a little luck, quarterback Rex Grossman will be able to stay off the disabled list and lead the team to victory.  Running back Cedric Benson, line backer Brian Urlacher, kicker Robbie Gould, and the rest of the 2008 Chicago Bears roster are sure to give fans the wins they are hoping for and maybe even lead the team to their second Super Bowl title.  </p>",
Arizona Cardinals,40,Arizona Cardinals fans will be flocking to ticket brokers so they can land tickets to Arizona Cardinals games for the 2008 NFL season and cheer the illustrious team to victory at University of Phoenix Stadium.,"<p>The Arizona Cardinals’ claim to fame is being the oldest continuously run franchise in NFL history.  Since its creation in 1898, the Arizona Cardinals have boasted a colorful history, filled with numerous ups and downs, triumphs and tragedies.  Although the Cardinals have resided in Arizona since 1988, they called Chicago, St. Louis, and Racine home throughout their 106-year history.  Now, the University of Phoenix Stadium hosts the Arizona Cardinals and their fans.  The stadium has been rated one of the top NFL venues in the country, and Cardinals fans know that’s true!  </p><br/>
<p>The 1920s, 1940s, and 1970s were banner decades for the Arizona Cardinals, with the team winning two NFL titles and four division championships, making them one of the strongest tips in the NFL.  However, the team has never played in a Super Bowl game and fans, players, coaches, and owners are eagerly awaiting their chance to win the big title.  Could the 2008 season give the team that chance? </p><br/>
<p>With Super Bowl XLII being held at the University of Phoenix Stadium, the Arizona Cardinals are hoping this will be their year to make it all the way.  2007 was Ken Whisenhunt’s first year as the Cardinals head coach, and he led the team to a 8-8 record, their best in ten years.  With the motivation of home field advantage, the new tactics of Whisenhunt, and the drive of new draft picks, the Arizona Cardinals are sure to give ticket holders something to cheer about on game days this year as they keep their fingers crossed and hope the Cards can make NFL history once more.  </p>"
Baltimore Ravens ,60,"Fans are expected to flock to the bleachers in record numbers when the
Baltimore Ravens descend upon M & T Bank Stadium for the 2008 season. 
Tickets will be at a premium as Ravens devotees look to see their team,
led by rookie coach John Harbaugh, shake off last year's failures and move on to bigger and better things. Although the team has suffered a blow with offensive tackle Jonathan Ogden's retirement, the front office is very pleased with the draft picks, including quarterback Joe Flacco, running back Ray Rice, receiver Marcus Smith, and a handful of special teams players. Fans can bet Harbaugh will be working to bring his offense up to the level of his dynamic defense which, despite 2007's 5-11 record, ranked second in the NFL.  Ticket holders will be lucky to witness what promises to be a historic thirteenth season for the Ravens.","<p>The Baltimore Ravens, formerly the Cleveland Browns, played their first
season in Memorial Stadium in 1996 after a legal agreement that allowed
owner Art Modell to relocate and rename the team.  With Ted Marchibroda on board as head coach, the Ravens, whose name honors American poet Edgar Allan Poe who lived and is buried in Baltimore, ended the year with an unimpressive 4-12 record. When the following two seasons showed little improvement, Marchibroda was replaced by Brian Billick, who along with new quarterback Tony Banks urged the Ravens to an 8-8 record.  The big change came in 2000 when the Ravens, carried by a mighty defense, reached the playoffs for the first time in franchise history and went on to win Super Bowl XXXV in a 34-7 rout against the New York Giants. Another quarterback change in 2001 helped the team earn a wild card berth in the playoffs. Modell sold the team to local businessman Steve Bisciotti in 2003, a year that also saw the Ravens win their first ever AFC North division title. Although the team failed to reach the playoffs in 2004 and 2005, they racked up a franchise-best 13-3 season in 2006 to score another AFC North title. Billick ended his ninth and final season with the Ravens in 2006, going out on a bittersweet note in which a final game win against the Pittsburgh Steelers snapped what would have been a franchise-worst losing streak. John Harbaugh, named head coach in January 2008, is expected to bring the Ravens back into contention.</p>"
Cincinnati Bengals,172,"""NOW"" is the word Cincinnati Bengals coach Marvin Lewis wants his team to remember as they start the 2008 season--going so far as to have it printed on t-shirts for his players.  Fans will want to be sure to have tickets to see the newly energized Bengals make a serious run at the Super Bowl. With quarterback Carson Palmer on board, wide receiver T.J. Houshmandzadeh back on the field, and a newly upgraded defense, the action is sure to heat up quickly at Paul Brown Stadium. Lewis, heading into his sixth season as head coach, posted his first losing season with the Bengals in 2007 and has made it clear he will not accept a repeat. Lewis is confident the Bengals have all the talent they need to be winners. If players stick to the plan to run the ball and stop the run, ticket holders can expect to see some exciting, physical play as they watch the Bengals work through a tough schedule that pits them against 2007's eight top ten defenses, and six top ten rushing teams.","<p>The Cincinnati Bengals franchise was granted to owner/coach Paul Brown in 1968 as a member of the American Football Conference, which merged in 1970 with the NFL.  He went on to coach the first eight seasons before hiring Bill ""Tiger"""" Johnson as head coach in 1975 and handing over the management reins to his son Mike, although he remained involved in daily operations.  The Bengals reached the playoffs three times in the 1970s, and made it all the way to the Super Bowl twice in the 1980s. Brown's death in 1990 cast a pall over the team which subsequently struggled through fourteen consecutive non-winning seasons, even after moving to new headquarters at Paul Brown Stadium in 2000. Things started looking up when Marvin Lewis was hired as head coach in 2003, the season that also marked the arrival of rookie quarterback Carson Palmer. After advancing to the playoffs in 2005, the Bengals ended 2007 with a disappointing 7-9 record.</p>"
Houston Texans,2559,"The Houston Texans are going to be doing some serious pigskin-rustling
when they take to the field at Reliant Stadium for their seventh season.  Fans will want to be sure to have tickets to see the still-young team try to improve on last year's 8-8 record. Gary Kubiak, returning for his third season as head coach, says consistency is going to be key in getting to the playoffs, a goal the team missed in 2007 at least in part because of the unusual number of players on the injured reserve list. Part of the winning strategy will include having running back Ahman Green in top shape and back on the field.  General Manager Rick Smith, as well as guard Chester Pitts, the only player to start every game in franchise history, are also optimistic about the Texans' chances for racking up more wins. Fans lucky enough to score tickets will get to cheer the team on in what promises to be a turning point for the Houston Texans.","<p>The Houston Texans joined the National Football League in 2002 as an
expansion team owned by businessman Bob McNair.  One of the key factors in winning the franchise was the promise of a new venue in which to play. Reliant Stadium, one of the few arenas with a retractable roof, was completed in time to host the Texans' first game which the team won 19-10 against the Dallas Cowboys, making them the second expansion team ever to win its first game. The remainder of the season did not go quite as well, ending with a 4-12 record.  While the Texans were given a pass in their first three years, by the fourth season fans were getting impatient for their team to show some serious progress.  After finishing the 2005 season at 2-14, original head coach Dom Capers was replaced along with most of his staff. General Manager Charley Casserly resigned soon after to be replaced by Rick Smith. Hopes were high when Gary Kubiak made his head coaching debut in 2006 during which the team's record improved to six wins. Forward progress continued in 2007 with the addition of new quarterback Matt Schaub who led the Texans to the franchise's best-ever 8-8 season.  Smith, Kubiak, and the entire team remains focused on tipping the balance of wins in their favor and reaching the playoffs in 2008.</p>"
Indianapolis Colts,370,"Indianapolis Colts head coach Tony Dungy will be looking for some
high-octane play when the team hits the FieldTurf at the newly constructed Lucas Oil Field for the 2008 season. Tickets will be at a premium with fans eager to be part of the historic first season at the field which boasts 63,000 seats for football games and a retractable roof that will allow the Colts to play home games outside for the first time since coming to Indianapolis in 1984. Dungy, entering his seventh season with the Colts, says he does not plan to do much different in terms of adding new plays or defensive moves, but hopes to hone the skills and talents already in place to make another run at the playoffs. Veteran players including Peyton Manning, Jeff Saturday, Reggie Wayne, Bob Sanders, and Gary Bracket will be critical, Dungy says, in getting new players up to speed and helping second year players reach their full potential. Fans will want to be sure to score tickets for what promises to be an exciting season at Lucas Oil Field, which has already been awarded the 2012 Super Bowl.","<p>The Indianapolis Colts originated in 1953 as the Baltimore Colts, playing in Maryland through the 1983 season before making the controversial move to Indy in 1984. The first three seasons at Indianapolis's Hoosier Dome were nothing short of disaster. After a mid-season coaching change in 1986, things seemed to be on the upswing. However, after earning a spot in the playoffs in 1987, the teams played a series of mediocre seasons before returning to the playoffs in 1995. The real turnaround began in 1997 when Jim Irsay assumed control of the team, hired general manager Bill Polian, and head coach Jim Mora, and drafted now legendary quarterback Peyton Manning in 1998. Following another coaching change in 2002, the Colts continued to improve, becoming the fourth NFL team in history to win its first thirteen games in 2005, and in 2006 finishing the fifth consecutive season with ten or more victories. The Colts defeated the Chicago Bears to clinch the Super Bowl 29-17 on February 4, 2007, under head coach Tony Dungy.  While a bit disappointed with with 2007's 13-3 finish, Dungy and the Colts are optimistic they are on the right track for a victorious 2008
season.</p>"
Jacksonville Jaguars,381,"The Jacksonville Jaguars will be clawing up the grass at Jacksonville
Municipal Stadium in pursuit of their goal of winning the AFC South title in the 2008 season. Fans will want to be sure to have tickets to see the Jaguars live up to what head coach Jack Del Rio called a promising future at the end of the 2007 season, which saw the team clinch its first playoff win in eight years. Del Rio hopes to see the team continue the consistency that led the Jaguars to an 11-5 season. Fans lucky enough to score tickets will be treated to a return of David Garrard whose impressive play has established him as the team's starting quarterback. The Jaguars' explosive offense will be joined by a beefed-up defense--thanks in part to the addition of defensive ends Derrick Harvey and Quentin Groves--for what promises to be an exciting season.","<p>The Jacksonville Jaguars joined the NFL in 1995 as one of the first two
teams added to the league in nearly twenty years. After finishing their
first season at 4-12 under head coach Tom Coughlin, the Jaguars embarked on a string of winning seasons unprecedented for a young team, making it to the playoffs in '96 and '97, and winning the AFC Central Division in 1998, a season that saw the Jaguars finish with a 14-2 record, the best in franchise history.  The team's 62-7 playoff win over the Miami Dolphins marked the end of legendary Dolphin's quarterback Dan Marino's NFL career.  A run of injuries and bad play in the early twenty-first century saw the Jaguars rack up three consecutive losing seasons which led to Coughlin's firing at the end of the 2003 season.  After a transition period in 2004, which saw the departure of long-time quarterback Mark Brunnel, things started looking up for the Jaguars. New head coach Jack Del Rio took the team to the playoffs in 2005,  and by the end of 2007 had finally begun to see the consistency that he believes is key to a successful future for the
Jaguars.</p>"
Miami Dolphins,532,"The 2008 season is stacking up to be an exciting one for the Miami Dolphins with a new executive vice president of football operations,
general manager, and head coach on board.  After racking up the worst season in franchise history in 2007 the team has nowhere to go but up, and new head coach Tony Sparano, who comes to the Dolphins from the Dallas Cowboys, promises ticket holders will not be disappointed. Fans will be pleased to see returning favorites wide receiver Kerry Reed, linebacker Marcello Church, and cornerback Michael Lehan joined by newly signed quarterback Matt Baker, place kicker Dave Rayner, and linebacker Charlie Anderson, along with many others, which bodes well for a rousing season at Dolphin Stadium in Miami Gardens.","<p>The Miami Dolphins are now in the unique position of holding the records for the best and worst seasons in NFL history.  The team enjoyed
unparalleled success under the leadership of head coach Don Shula, a Hall of Famer who served twenty-six seasons, from 1970 through 1995, taking his team to five Super Bowl appearances,  In 1972, Shula, along with legendary players Larry Csonka, Bob Griese, Jim Langer,  and Nick Buoniconti, achieved the NFL's first perfect season, winning fourteen regular season, two playoff games, and Super Bowl VII, beating the Washington Redskins 14-7. The team enjoyed the talents of quarterback Dan Marino during the 1980s and 1990s, who,though never having earned a Super Bowl ring, is recognized as one of the most prolific passers in the history of professional football.  Since Shula's departure after the 1995 season, and Marino's retirement in 1999, the Dolphins have struggled.  The twenty-first century has been a revolving door for head coaches, none of whom has stayed over two seasons--the latest being Nick Saban who was let go after the 2007 season which ended at 1-15, the most dismal record in the league. Bill Parcells, the newly installed executive vice president of football operations, along with general manager Jeff Ireland, and head coach Tony Sparano are confident the 2008 season will mark the turning point at which the Dolphins regain their former glory. Loyal and returning fans will not want to miss one minute of the action.</p>"
Tennessee Titans,848,"Die-hard fans of the Tennessee Titans will want to have tickets in hand when their team hits Nashville's LP Field looking for another Music City Miracle in the 2008-09 season. In his end-of-season remarks head coach Jeff Fisher said his strategy for turning his young team into winners will depend on upgrading the roster and upgrading the players already on the roster. Quarterback Vince Young, who had a good showing last season as the youngest quarterback in the franchise's twenty-four year history to start a playoff game, will be back, along with a pair of defensive ends, a wide receiver, running back, and other players added during the April draft. Mike Reinfeldt will also be taking up the reins as Executive Vice President/General Manager following the resignation of Floyd Reese after thirteen years. Tickets to the Tennessee Titan's games will be an especially hot commodity as fans will not want to miss the fledgling team's push toward the playoffs and another run at the Super Bowl.","<p>The 2008-09 season marks the tenth year of play for the Tennessee Titans which began as a charter member of the American Football League as the Houston Oilers in 1960. Bud Adams, one of eight original AFL owners, relocated the team to Tennessee in 1997, and after playing two seasons as the Tennessee Oilers changed the name in 1999 at the same time as the team relocated from Memphis to Nashville''s Adelphia Coliseum, now known as LP Field. The 1999 season stands at 13-3 as the best in the franchise's history, and is known for the 75-yard pass return, dubbed the Music City Miracle, that won the playoff game against the Buffalo Bills in the last sixteen seconds, sending the Titans to Super Bowl XXXIV.  The team has suffered its ups and downs in the early years of the twenty-first century, but looks to be on an upswing with veteran coach Jeff Fisher optimistic about the future.</p>"
Washington Redskins,925,"As the team rebuilt its following, the fans followed, with tickets to Washington Redskins games at FedEx Field in Washington, D.C., consistently selling out and football fans showing up in droves at venues across the country to witness the Washington Redskins continue to make NFL history.","<p>The Washington Redskins may have originated as a Boston team in the early 1930s, but they solidified their place in NFL history with their move to Washington in 1937, where Washington Redskins’ games began to sell out as fans rejoiced in professional football’s arrival in the nation’s capital.  The team proved its worth early on in its professional football career, coming in second in their division just three seasons after the team was created.  Despite their early successes, the Redskins were plagued by short-lived head coaches, going through numerous coaches and considerable upheaval in their first decade as a professional football team.  But, ever-revolving head coaches could not stop the Washington Redskins from winning a spot in the 1937 NFL Championship game against the Chicago Bears and beating the Bears 28-21.  Just three short years later, the two teams would face off again in the 1940 Championship game, where the Bears humiliated the Redskins, winning 73-0.  The rivalry between the two teams came to a head again at the 1942 Championship game, where the Redskins won back their honor, as well as the championship title, 14-6.</p><br/>
<p>After their successes in the 1940s, Washington Redskins games became less exciting for fans as the team began a slow decline.  The Redskins saw only three winning seasons between 1946 and 1968.  In 1969, Vince Lombardi took over the team, helping to lead the Redskins to their best season since 1955, but, fans’ dreams of further seasons with Lombardi at the helm were dashed when he lost his battle with cancer in 1970.  Two years later, George Allen took over as head coach and helped the team begin to rebuild and work its way to the top of the NFL.  Over the next few years, the Redskins improved their strategies and began pulling in winning seasons once again.  1983 saw the Redskins bring home their first Super Bowl win, beating out the Miami Dolphins 27-17, and having a record-breaking season, losing only one game.   The team’s strong players lead them once again to the Super Bowl, which they eventually lost to the Raiders.  1992 brought the Washington Redskins another Super Bowl win.</p>"
New York Jets,601,"For the 2008 season, head coach Eric Mangini hopes to win even more fans and begin to consistently sell out tickets to New York Jets games by building a consistent team that will allow they to once again rise to the top of the NFL, and maybe even bring home another Super Bowl title.  With linebacker Vernon Gholston, Laveranues Coles, Thomas Jones, and Kellen Clemens, the Jets will have their work cut out for them as they battle for a winning season and prove to their fans the Jets have the ability to return to their glory days.","<p>The New York Jets, originally known as the New York Titans, jetted into NFL history in 1960, proving to cynical New York fans with tickets to the team’s first games that there was a new powerhouse in town.  With the arrival of Joe Namath in 1964, the New York Jets began a steady rise to the top of the NFL, with Namath leading the team to a winning record in 1967 and proving he was worthy of the team’s first draft pick.  In 1969, Namath led his team to the AFL Championship, and earned them a place in the NFL’s first Super Bowl.  Thanks in large part to Namath, the New York Jets went on to serve the Baltimore Colts one of the greatest upsets in Super Bowl history, with the undervalued Jets beating the Colts 16-7, proving the AFL was worthy of competing in the NFL.  </p><br/>
<p>1969 would prove to be Joe Namath, and the New York Jets’, most notable season.  With Namath plagued by injury and missing out on much of the 1970, 1971, and 1973 seasons due to serious knee injuries, the team began to suffer and slide into obscurity for the next few years, leaving other teams, including their cross-town rivals, the New York Giants, to rise to the top of the NFL and cause the Jets to the fade into obscurity thanks to disappointing seasons and player performances.  </p><br/>
<p>Although the New York Jets play in Giants Stadium in East Rutherford, New Jersey, they are still hope to be the pride of the city, competing with the New York Giants, who also play at Giants Stadium, for the loyalty of New Yorkers. </p><br/>"
Denver Broncos,234,"As the Denver Broncos prepare for the 2008 football season, head coach Mike Shanahan and loyal fans are hoping the team can overcome its two-year absence from the AFC Championship and earn another Super Bowl win.   With Jay Cutler dealing with his recent Type 1 Diabetes diagnosis and receiver Brandon Marshall out of commission due to an accident that injured his arm, fans with season tickets to Denver Broncos games will be eagerly watching Selvin Young, Michael Pittman, rookie Ryan Torian, and Darrell Jackson to lead the Bronco to victory once more.","<p>Since their entrance into the NFL as an American Football League team in 1960, the Denver Broncos have proved to lucky ticket holders at Denver Broncos games that brute strength and sheer determination can help a team rise to the top of the NFL.  The team stampeded their way into NFL history by winning their very first game, defeating the Boston Patriots 13-10 on September 9, 1960.  </p><br/>
<p>Although the team would not have its first winning season until 1973, the Broncos still managed to prove themselves to loyal fans, and rise to the top of the NFL rankings.  With the hiring of rookie coach Red Miller, the Denver Broncos began a shocking turn around, advancing to their first playoff appearance in 1977 and making the first of six Super Bowl appearances.  The Broncos would lose to the Dallas Cowboys, 27-10, but the 1977 season signaled a turn around for the Broncos that would continue for the next six years. </p><br/>
<p>With the addition of quarterback John Elway in 1983, the Denver Broncos would continue to work their way to the top of the NFL, with Elway leading the team to five Super Bowl appearances, including Super Bowl XXXIII, where Elway would end his NFL career as Super Bowl MVP.  Although the team would not win the Super Bowl until 1997, where they beat the Green Bay Packers 31-24 in Super Bowl XXXII, the Denver Broncos would follow that Super Bowl win with another the following year, where they beat Atlanta Falcons 34-19 in Super Bowl XXXIII, becoming one of the few elite NFL teams to boast consecutive Super Bowl wins.  </p>"
Carolina Panthers,144,"Bank of America Stadium in Charlotte, North Carolina, has been the Carolina Panthers’ home since the 1996 season, and Panthers tickets are a hot commodity in both North and South Carolina as fans watch the Panthers claw their way to victory.  Panthers games are a sure hit for NFL fans young and old, as the team offers fans a chance to watch NFL history be made.","<p>The Carolina Panthers came roaring into NFL history in their 1995 debut season, winning a record amount of games for an expansion team and proving that they were a team to be reckoned with, as season tickets for Carolina Panthers games quickly sold out to eager fans.   The Panthers were created in 1993, when NFL owners unanimously voted to make Carolina the 29th NFL franchise, and first expansion team to be added since 1976.  Carolina Panthers cofounder and owner Jerry Richardson also ensured his place in football history by becoming only the second former NFL player to become a team owner.</p><br/>
<p>Former defensive coordinator for the Pittsburgh Steelers, Dom Capers, became the Panthers’ first head coach, with Rod Smith, Greg Kragen, Jack Trudeau, and Mark Carrier rounding out the team’s roster.  The team quickly proved to be a formidable opponent, winning their first game, beating the Jacksonville Jaguars 20-14 on July 29, 1995.  The Carolina Panthers’ first season continued on a high note, with the team winning four consecutive games, a record for any expansion team, and defeating the Super Bowl champion San Francisco 49ers 13-7.  </p><br/>
<p>The Carolina Panthers showed fans attending games during their sophmore season that they had what it takes to be leauge championships, with another impressive record and the NFC West title under their belts, an impressive feat for such a young team.  </p><br/>
<p>Despite their triumphant start in the NFL, the Carolina Panthers found themselves stuck in a slump for the next six years, with unimpressive records, disappointing losses, and uninspired games for fans.  Personal tragedies, embarrasments, and mistakes began to plauge the Caronlina Panthers as the team lost key players to jail, injury, and personal conflicts.  The team replaced head coach Dom Capers with George Seifert after a disappointing 1998 season.  However, Seifert had no more luck with the team than Capers and was let go after only three seasons in Carolina.  John Fox became the team’s third head coach, and continues to lead the team today.   In 2003, Fox proved to be a good choice for head coach as he led the Panthers to their first Super Bowl appearance.  Although the Panthers failed to beat out the New England Patriots, fans were thrilled to see the young team finally proving the had what it takes to survive and thrive in the NFL.   
Fox would lead the Panthers into the playoffs in both the 2005 and 2007 seasons, but failed to win a chance for a Super Bowl repeat.  </p>"
Atlanta Falcons,51,Buy your Atlanta Falcons Football tickets today and watch the game live at the Georgia Dome.,"<p>The Atlanta Falcons managed to claw their way into fans’ hearts and Georgia history with their debut as an NFL franchise on June 30, 1965, with football fans eagerly lining up to score Atlanta Falcons tickets and watch a new team make NFL magic.  The team had a less than stellar beginning, losing their first game to the Philadelphia Eagles, and the next eight games after that.  The team’s first victory came against the New York Giants, but would prove to be only a brief high in a disappointing run.  The Falcons would only rack up a disappointing twelve wins throughout the 1960s.  Not the roaring start the team, and its fans, was hoping for.  </p><br/>
<p>Although the team finally produced a winning season in 1971, Atlanta Falcons games would prove to be disappointing for ticket holders, with the Falcons consistently landing in the bottom half of their division rankings.  Finally, in 1978, the Falcons won a wildcard spot into the playoffs, but eventually lost to the Dallas Cowboys.   The team would continue to disappoint its fans throughout the 1980s, with dismal records, poor playing, and little excitement for fans attending Atlanta Falcons games.  After a brief glimmer of hope in 1991, when the team once again made it to the playoffs but lost their chance at a Super Bowl spot, the Falcons continued to turn in lack luster performances, giving fans little to look forward too.  </p><br/>
<p>With no Super Bowl appearances, less than a handful of playoff spots, and unimpressive records, the Atlanta Falcons may not be the NFL’s best performing team, but fans continue to hope their team will produce a winning season, buying tickets for Atlanta Falcons games at the Georgia Dome, dreaming that this season may be the one to turn the tides and show that the Falcons can produce a winning season, despite their past records.   </p>"
Minnesota Vikings,555,Be a loyal fan and buy your Minnesota Vikings tickets today.,"<p>The legendary Minnesota Vikings prove they are inspired by the raiding Vikings of yore as they have fought their way to the top of the NFL rankings in their forty-seven-year history.   And lucky fans with tickets to Minnesota Vikings games prove they are just as hardy as their favorite team, braving the brutal Minnesota winters to watch their team make NFL magic.  </p><br/>
<p>The Vikings became an official NFL franchise in the early 1960s, facing off against the Chicago Bears, with a 37-13 win that would be the start of a rivalry with the Bears that lives on today.  Norm Van Brocklin became the Vikings’ first head coach, and led the team for its first five years.  Van Brocklin helped build a strong team roster that would help the Vikings win their first playoff spot in 1968.  In 1969, Van Brocklin was replaced by Bud Grant, who led the team to a record-breaking twelve-game winning streak in the 1969 season and earned them their first Super Bowl slot.  </p><br/>
<p>The 1970s started out on a high note, with the Vikings producing winning seasons in 1970 and 1971, and made their second Super Bowl appearance in 1973.  Although they would lose to the Miami Dolphins in Super Bowl VIII, the Minnesota Vikings would have a chance at redemption in the 1974 season, playing in Super Bowl IX.  But, Super Bowl victory would still elude the team as they lost to the Pittsburgh Steelers 16-6. </p><br/>
<p>The team was hoping for a fourth Super Bowl appearance in 1975, but the dream was dashed when they lost to Dallas Cowboys in a controversial playoff game that saw irate Vikings fans throwing debris onto the field as they objected to a ref’s call.   1977 saw the Vikings once again in the playoffs, but lost to eventual Super Bowl XII champions, the Dallas Cowboys.  </p><br/>
<p>The 1980s saw the Minnesota Vikings moving from Metropolitan Stadium, with the Vikings defeating Tampa Bay at their inaugural game at the Metrodome on August 21, 1982.   The stadium move would prove to be the most exciting event in the ‘80s for the Vikings, with only two playoff appearances and no Super Bowl slots.  </p><br/>
<p>The 1990s proved to be disappointing for the Vikings, until their record-breaking 1998 season, which led to consecutive playoff appearances in ’98 and ’99 and ushered th enew millennium in on a high note which would continue through the 2000 season.   Although the Vikings would continue to put out strong performances through the next few years, they failed to make it to the Super Bowl, leaving fans hoping that this season might be the one that finally sees their team winning the Super Bowl title.  Loyal fans continue to buy tickets to Minnesota Vikings games at the Metrodome, cheering on their favorite players and knowing that the team will continue its tradition in excellence and excitement. </p>"
